MSSubClass,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageFinish,GarageCars,WoodDeckSF,OpenPorchSF,MoSold,YrSold
_1,88.0,11782.0,IR1,Inside,Sawyer,other,5,7,1961,1995,Gable,HdBoard,0.0,TA,CBlock,TA,Av,ALQ,899.0,210.0,1109.0,TA,0.0,1155.0,1,1,0,3,Gd,0,Detchd,Unf,2,192.0,0.0,6,2010
_2,70.0,7000.0,IR1,CulDSac,CollgCr,1Story,5,8,1978,2005,Gable,VinylSd,90.0,Gd,CBlock,TA,No,ALQ,646.0,218.0,864.0,Ex,0.0,864.0,1,1,0,3,TA,0,Attchd,Unf,1,0.0,0.0,7,2009
_2,60.0,7024.0,Reg,Inside,Edwards,1Story,5,5,2005,2006,Gable,VinylSd,0.0,TA,PConc,Ex,No,ALQ,980.0,110.0,1090.0,Gd,0.0,1090.0,1,1,1,2,TA,0,Attchd,Fin,2,0.0,49.0,6,2007
_1,44.0,13758.0,IR1,CulDSac,other_3,1.5Fin,7,5,1990,1991,Gable,HdBoard,117.0,Gd,CBlock,Gd,Mn,LwQ,902.0,254.0,1156.0,Ex,530.0,1717.0,0,2,1,3,Gd,1,Attchd,RFn,2,168.0,36.0,4,2007
_3,70.0,9636.0,IR1,Corner,Gilbert,2Story,6,5,1992,1993,Gable,VinylSd,0.0,TA,PConc,Gd,No,Unf,0.0,808.0,808.0,Gd,785.0,1593.0,0,2,1,3,TA,1,BuiltIn,RFn,2,342.0,40.0,12,2009
_2,60.0,6204.0,Reg,Inside,other_1,2.5Fin,4,5,1912,1950,Gable,Wd Sdng,0.0,Gd,PConc,TA,No,Unf,0.0,795.0,795.0,TA,795.0,2230.0,1,1,0,5,TA,0,Detchd,Unf,1,0.0,188.0,3,2006
_2,65.0,7150.0,Reg,Inside,NAmes,1Story,5,5,1967,1967,Gable,HdBoard,60.0,TA,CBlock,TA,No,BLQ,432.0,460.0,892.0,TA,0.0,892.0,0,1,0,3,TA,0,Attchd,RFn,1,0.0,0.0,7,2009
_2,50.0,5119.0,IR1,CulDSac,Somerst,1Story,9,5,1999,2000,Gable,MetalSd,60.0,Gd,PConc,Ex,Av,GLQ,1238.0,460.0,1698.0,Ex,0.0,1709.0,1,2,0,2,Gd,1,Attchd,Fin,2,97.0,65.0,1,2008
_1,70.0,8393.0,Reg,Corner,NAmes,1Story,5,5,1959,2005,Gable,MetalSd,122.0,TA,CBlock,TA,No,LwQ,528.0,1098.0,1626.0,Ex,0.0,1712.0,0,2,0,4,TA,0,Attchd,Fin,2,272.0,54.0,6,2006
_1,59.0,16466.0,IR1,Inside,Edwards,1.5Fin,5,7,1955,1955,Gable,MetalSd,0.0,TA,PConc,TA,No,Unf,0.0,816.0,816.0,TA,521.0,1393.0,0,1,1,3,TA,0,Attchd,Unf,1,121.0,0.0,4,2008
_2,95.0,15865.0,IR1,Inside,NAmes,1Story,8,6,1970,1970,Flat,Wd Sdng,0.0,Gd,PConc,TA,Gd,ALQ,351.0,1043.0,2155.05,Ex,0.0,2217.0,1,2,0,4,Gd,1,Attchd,Unf,2,81.0,207.0,10,2007
_2,128.0,12160.0,Reg,Inside,NAmes,1Story,6,4,1953,1953,Hip,Wd Sdng,90.0,TA,CBlock,TA,No,BLQ,1024.0,481.0,1505.0,Ex,0.0,1505.0,1,1,0,2,TA,1,Attchd,RFn,2,0.0,0.0,2,2009
_1,60.0,8064.0,Reg,Corner,NAmes,1.5Fin,5,7,1949,2006,Gable,MetalSd,0.0,TA,CBlock,TA,Mn,Unf,0.0,672.0,672.0,Ex,252.0,924.0,0,1,0,3,TA,1,Detchd,Unf,2,0.0,0.0,7,2007
_3,70.0,11184.0,Reg,Inside,Sawyer,2Story,6,5,1978,1978,Hip,HdBoard,92.0,TA,CBlock,TA,No,LwQ,226.0,192.0,918.0,Gd,765.0,1683.0,0,2,1,3,TA,1,Attchd,RFn,2,243.0,0.0,7,2009
_2,70.0,8414.0,Reg,Inside,Sawyer,1Story,6,8,1963,2003,Hip,HdBoard,0.0,TA,CBlock,TA,No,GLQ,663.0,396.0,1059.0,TA,0.0,1068.0,0,1,0,3,TA,0,Attchd,RFn,1,192.0,0.0,2,2006
_2,70.0,13284.0,Reg,Inside,Sawyer,1Story,5,5,1954,1954,Gable,Wd Sdng,0.0,TA,PConc,Gd,Mn,BLQ,1064.0,319.0,1383.0,TA,0.0,1383.0,1,1,0,3,TA,1,Attchd,Unf,1,505.4600000000005,116.0,6,2008
_1,64.0,7018.0,Reg,Inside,other_2,1Story,5,5,1979,1979,Gable,Plywood,0.0,TA,Slab,TA,No,Unf,0.0,0.0,0.0,TA,0.0,1535.0,0,2,0,4,TA,0,Attchd,Unf,2,0.0,0.0,6,2009
_3,71.0,7056.0,Reg,Inside,NAmes,2Story,6,5,1963,1963,Hip,HdBoard,415.0,TA,CBlock,TA,No,BLQ,400.0,380.0,780.0,TA,813.0,1796.0,1,1,1,4,TA,1,Attchd,RFn,2,0.0,50.0,10,2008
_1,50.0,8765.0,Reg,Inside,other_1,1Story,4,6,1936,1950,Gable,Wd Sdng,0.0,TA,BrkTil,TA,No,ALQ,285.0,666.0,951.0,Ex,0.0,951.0,0,1,0,2,TA,0,Detchd,Unf,1,0.0,28.0,4,2006
_1,64.0,7018.0,Reg,Inside,other_2,2Story,5,5,1979,1979,Gable,Plywood,0.0,TA,Slab,TA,No,Unf,0.0,0.0,0.0,TA,1120.0,2240.0,0,2,0,6,TA,0,Detchd,Unf,2,154.0,0.0,6,2009
_2,100.0,12919.0,IR1,Inside,NridgHt,1Story,9,5,2009,2010,Hip,VinylSd,760.0,Ex,PConc,Ex,Gd,GLQ,1572.41,142.0,2155.05,Ex,0.0,2364.0,1,2,1,2,Ex,2,Attchd,Fin,3,0.0,67.0,3,2010
_2,65.0,6993.0,Reg,Inside,Sawyer,1Story,5,7,1961,1994,Gable,HdBoard,0.0,TA,CBlock,TA,No,BLQ,465.0,447.0,912.0,TA,0.0,1236.0,0,1,0,3,TA,1,Attchd,Unf,1,0.0,0.0,6,2006
_2,70.0,7340.0,IR1,Inside,NAmes,1Story,4,6,1971,1971,Gable,HdBoard,0.0,TA,CBlock,TA,No,ALQ,322.0,536.0,858.0,TA,0.0,858.0,0,1,0,2,TA,0,Detchd,Unf,1,0.0,0.0,6,2007
_2,64.0,8712.0,IR1,Inside,NAmes,1Story,5,7,1957,2000,Hip,MetalSd,0.0,TA,CBlock,TA,Mn,BLQ,860.0,132.0,992.0,TA,0.0,1306.0,1,1,0,2,TA,0,Detchd,Unf,1,0.0,0.0,5,2009
_3,63.0,7875.0,Reg,Inside,Gilbert,2Story,7,5,2003,2003,Gable,VinylSd,0.0,Gd,PConc,Gd,No,Unf,0.0,783.0,783.0,Ex,702.0,1509.0,0,2,1,3,Gd,1,Attchd,Fin,2,0.0,75.0,7,2006
_2,50.0,14859.0,IR1,CulDSac,Gilbert,1Story,7,5,2006,2006,Hip,VinylSd,27.0,Gd,PConc,Gd,No,Unf,0.0,1670.0,1670.0,Ex,0.0,1670.0,0,2,0,3,Gd,1,Attchd,RFn,3,144.0,60.0,8,2006
_2,70.0,6173.0,IR1,Inside,Sawyer,1Story,5,6,1967,1967,Gable,HdBoard,75.0,TA,CBlock,TA,No,GLQ,599.0,277.0,876.0,TA,0.0,902.0,0,1,0,3,TA,0,Attchd,Unf,1,0.0,0.0,8,2007
_2,80.0,9920.0,Reg,Inside,NAmes,1Story,5,5,1954,1954,Gable,HdBoard,110.0,TA,CBlock,TA,No,Rec,354.0,412.0,1056.0,TA,0.0,1063.0,1,1,0,3,TA,0,Attchd,RFn,1,0.0,0.0,2,2010
_2,116.0,13501.0,IR1,Corner,Somerst,1Story,8,5,2006,2006,Gable,VinylSd,208.0,Gd,PConc,Gd,No,GLQ,63.0,1560.0,1623.0,Ex,0.0,1636.0,1,2,0,3,Gd,1,Attchd,RFn,3,0.0,60.0,6,2007
_1,86.0,11500.0,IR1,Inside,other_3,1.5Fin,7,7,1936,1987,Gable,BrkFace,0.0,Gd,CBlock,Gd,No,Rec,223.0,794.0,1017.0,Gd,1037.0,2057.0,0,1,1,3,Gd,1,Attchd,Fin,1,0.0,0.0,6,2006
_2,70.0,8885.0,IR1,Inside,other_2,1Story,5,5,1983,1983,Gable,HdBoard,0.0,TA,CBlock,Gd,Av,BLQ,301.0,239.0,864.0,TA,0.0,902.0,1,1,0,2,TA,0,Attchd,Unf,2,164.0,0.0,6,2006
_3,137.41000000000008,12589.0,IR2,Inside,Gilbert,2Story,6,5,2005,2005,Gable,VinylSd,0.0,Gd,PConc,Gd,No,Unf,0.0,742.0,742.0,Ex,742.0,1484.0,0,2,1,3,Gd,1,Attchd,Fin,2,36.0,24.0,6,2009
_1,80.0,11600.0,Reg,Corner,NAmes,2Story,5,5,1960,1960,Gable,MetalSd,361.0,TA,CBlock,TA,No,Rec,443.0,662.0,1105.0,TA,1169.0,2274.0,0,2,0,5,TA,0,Detchd,Unf,2,0.0,0.0,1,2010
_2,70.0,9286.0,IR1,CulDSac,CollgCr,1Story,5,7,1977,1989,Gable,HdBoard,0.0,TA,CBlock,Gd,Av,ALQ,196.0,1072.0,1268.0,TA,0.0,1268.0,0,1,1,3,Gd,0,Detchd,Unf,1,173.0,0.0,10,2009
_1,51.0,6120.0,Reg,Inside,other_1,1Story,5,7,1925,1950,Gable,MetalSd,0.0,TA,BrkTil,TA,No,Rec,489.0,279.0,768.0,TA,0.0,1015.0,0,1,0,3,TA,0,Detchd,Unf,1,0.0,0.0,7,2006
_1,82.0,6270.0,Reg,Inside,other_3,2Story,5,6,1949,1950,Gable,MetalSd,0.0,TA,CBlock,TA,No,BLQ,284.0,717.0,1001.0,TA,1001.0,2002.0,0,2,0,4,TA,0,2Types,Unf,3,0.0,0.0,8,2007
_1,30.0,3000.0,Reg,Inside,Somerst,2Story,6,5,2009,2009,Gable,VinylSd,76.0,Gd,PConc,Gd,Av,GLQ,294.0,318.0,612.0,Ex,612.0,1224.0,0,2,1,2,Gd,0,Detchd,RFn,2,0.0,234.0,6,2009
_1,21.0,2001.0,Reg,Inside,other_1,2Story,4,5,1970,1970,Gable,CemntBd,80.0,TA,CBlock,TA,No,Unf,0.0,546.0,546.0,Fa,546.0,1092.0,0,1,1,3,TA,0,Attchd,Unf,1,0.0,0.0,1,2007
_2,50.0,9000.0,Reg,Inside,other_1,1Story,2,3,1949,1950,Gable,other,0.0,TA,CBlock,TA,Av,BLQ,50.0,430.0,480.0,TA,0.0,692.18,1,0,0,1,TA,0,Detchd,Unf,1,0.0,0.0,10,2006
_2,70.0,17140.0,Reg,Inside,Edwards,1Story,4,6,1956,1956,Gable,VinylSd,0.0,TA,CBlock,TA,No,ALQ,1059.0,75.0,1134.0,Ex,0.0,1229.0,0,1,0,3,TA,0,Attchd,RFn,1,0.0,0.0,4,2009
_3,103.0,13125.0,IR1,Corner,other_2,2Story,7,5,1991,1991,Gable,HdBoard,0.0,Gd,PConc,Ex,Mn,BLQ,48.0,422.0,1104.0,Ex,1215.0,2127.0,1,2,1,4,Gd,1,Attchd,RFn,3,72.0,192.0,11,2007
_2,87.0,11029.0,IR1,Corner,NAmes,1Story,6,8,1958,2002,Hip,MetalSd,0.0,Ex,CBlock,Gd,No,ALQ,528.0,245.0,1184.0,Ex,0.0,1414.0,1,1,0,3,TA,1,Attchd,Unf,2,0.0,51.0,5,2008
_3,70.0,8462.0,IR1,Inside,other_2,2Story,6,5,1994,1994,Gable,HdBoard,105.0,Gd,PConc,Gd,No,GLQ,814.0,114.0,928.0,Ex,785.0,1721.0,0,2,1,3,Gd,0,Attchd,RFn,2,300.0,87.0,7,2007
_1,67.0,8777.0,Reg,Inside,Edwards,1.5Fin,5,7,1900,2003,Gable,MetalSd,0.0,TA,CBlock,TA,No,ALQ,1084.0,188.0,1272.0,Gd,928.0,2200.0,2,2,2,4,TA,0,Attchd,Unf,0,0.0,70.0,9,2008
_2,65.0,10237.0,Reg,Inside,Gilbert,1Story,6,5,2005,2006,Gable,VinylSd,0.0,Gd,PConc,Gd,No,GLQ,28.0,1288.0,1316.0,Ex,0.0,1316.0,0,2,0,3,Gd,1,Attchd,Fin,2,100.0,0.0,10,2006
_2,50.0,8012.0,Reg,Inside,other_2,1Story,6,5,1993,1994,Gable,Plywood,0.0,Gd,PConc,Gd,No,LwQ,165.0,598.0,1604.0,Ex,0.0,1617.0,1,2,0,2,Gd,1,Attchd,RFn,2,0.0,69.0,7,2008
_2,79.0,10240.0,Reg,Inside,NWAmes,1Story,6,6,1980,1980,Gable,Plywood,157.0,TA,CBlock,Gd,No,BLQ,625.0,0.0,1686.0,TA,0.0,1686.0,1,2,0,3,TA,1,Attchd,Unf,2,384.0,131.0,5,2006
_2,70.0,15611.0,IR1,Corner,NWAmes,1Story,5,6,1977,1977,Gable,VinylSd,0.0,TA,PConc,Gd,Av,ALQ,767.0,266.0,1126.0,TA,0.0,1126.0,0,2,0,3,Ex,0,Attchd,RFn,2,180.0,0.0,3,2008
_3,93.0,11999.0,Reg,Inside,NridgHt,2Story,8,5,2003,2004,Hip,VinylSd,340.0,Gd,PConc,Gd,No,Unf,0.0,1181.0,1181.0,Ex,1140.0,2374.0,0,2,1,4,Ex,1,BuiltIn,Fin,3,104.0,100.0,5,2007
_3,70.0,9900.0,Reg,Inside,NWAmes,2Story,7,5,1968,1968,Gable,MetalSd,342.0,TA,CBlock,TA,No,BLQ,552.0,280.0,832.0,Gd,880.0,1978.0,0,2,1,4,TA,1,Attchd,RFn,2,0.0,43.0,4,2008
_2,70.0,11838.0,Reg,Inside,CollgCr,1Story,8,5,2001,2001,Hip,VinylSd,0.0,Gd,PConc,Gd,Av,Unf,0.0,1753.0,1753.0,Ex,0.0,1788.0,0,2,0,3,Ex,1,Attchd,RFn,2,202.0,151.0,6,2009
_3,70.0,13006.0,IR1,Corner,Gilbert,2Story,7,5,1997,1997,Gable,HdBoard,285.0,TA,PConc,Gd,No,Unf,0.0,964.0,964.0,Gd,1243.0,2236.0,0,2,1,4,Gd,1,BuiltIn,Fin,2,0.0,0.0,11,2006
_2,73.0,8925.0,IR1,Inside,other_3,1Story,8,5,2007,2007,Gable,VinylSd,0.0,Gd,PConc,Gd,Av,GLQ,16.0,1450.0,1466.0,Ex,0.0,1466.0,0,2,0,3,Gd,0,Attchd,Fin,3,100.0,18.0,7,2009
_2,70.0,9100.0,Reg,Inside,NAmes,1Story,5,6,1965,1965,Gable,VinylSd,0.0,TA,CBlock,TA,No,BLQ,338.0,121.0,925.0,Ex,0.0,925.0,0,1,0,2,TA,0,Detchd,Unf,1,0.0,0.0,7,2009
_2,84.0,11670.0,IR1,Corner,Somerst,1Story,9,5,2006,2006,Hip,VinylSd,302.0,Ex,PConc,Ex,No,Unf,0.0,1797.0500000000004,1905.0,Ex,0.0,1905.0,0,2,0,3,Ex,1,Attchd,Fin,3,0.0,191.0,3,2007
_2,63.0,8487.0,Reg,FR2,CollgCr,1Story,7,5,2004,2004,Gable,VinylSd,210.0,Gd,PConc,Gd,Av,GLQ,20.0,1480.0,1500.0,Ex,0.0,1500.0,0,2,0,3,Gd,0,Attchd,RFn,2,192.0,36.0,8,2009
_2,137.41000000000008,27650.0,IR2,Inside,NAmes,1Story,7,7,1960,2007,Flat,Wd Sdng,0.0,TA,CBlock,Gd,Gd,GLQ,425.0,160.0,585.0,Ex,0.0,2069.0,1,2,0,4,Gd,1,Attchd,RFn,2,0.0,0.0,11,2008
_1,52.0,5825.0,IR1,Inside,other_1,1Story,4,5,1926,1953,Gable,MetalSd,108.0,TA,PConc,Fa,Mn,Unf,0.0,600.0,600.0,Gd,0.0,747.0,0,1,0,1,TA,0,Detchd,Unf,2,0.0,0.0,6,2006
_2,67.0,10083.0,Reg,Inside,other_2,1Story,7,5,2003,2003,Gable,VinylSd,104.0,Gd,PConc,Gd,No,GLQ,833.0,343.0,1176.0,Ex,0.0,1200.0,1,2,0,2,Gd,0,Attchd,RFn,2,0.0,41.0,8,2009
_3,75.0,9675.0,Reg,Inside,Somerst,2Story,7,5,2005,2005,Gable,VinylSd,0.0,Gd,PConc,Gd,Mn,GLQ,341.0,772.0,1113.0,Ex,858.0,1971.0,0,2,1,3,Gd,1,Attchd,RFn,2,0.0,48.0,2,2009
_3,73.0,8760.0,Reg,Inside,CollgCr,2Story,7,5,2006,2006,Gable,VinylSd,0.0,Gd,PConc,Gd,Mn,GLQ,464.0,927.0,1391.0,Ex,571.0,1962.0,0,2,1,3,Gd,0,Attchd,RFn,3,0.0,90.0,8,2006
_2,70.0,24090.0,Reg,Inside,other_3,2Story,7,7,1940,1950,Gable,MetalSd,0.0,TA,CBlock,TA,Mn,Unf,0.0,1032.0,1032.0,Ex,1196.0,2403.0,0,2,0,4,TA,2,Attchd,Unf,1,56.0,0.0,6,2010
_1,55.0,12640.0,IR1,Inside,other_2,1Story,6,5,1976,1976,Gable,Plywood,0.0,TA,CBlock,TA,Gd,Rec,936.0,396.0,1728.0,TA,0.0,1728.0,0,2,0,4,TA,0,Attchd,Unf,2,40.0,0.0,7,2006
_3,70.0,8755.0,IR1,FR2,Gilbert,2Story,7,5,1999,1999,Gable,VinylSd,298.0,Gd,PConc,Gd,No,ALQ,772.0,220.0,992.0,Ex,1038.0,2060.0,1,2,1,3,Gd,1,BuiltIn,RFn,2,0.0,0.0,6,2009
_1,42.0,7711.0,IR1,Inside,Edwards,1Story,4,3,1977,1977,Gable,MetalSd,0.0,TA,PConc,Gd,Gd,GLQ,1440.0,0.0,1440.0,TA,0.0,1440.0,2,2,0,4,TA,0,Attchd,Unf,0,321.0,0.0,8,2007
_1,100.0,25000.0,Reg,Inside,other_2,1Story,5,4,1967,1967,Gable,HdBoard,0.0,TA,CBlock,TA,Av,Unf,0.0,1632.0,1632.0,TA,0.0,1632.0,0,2,0,4,TA,0,Attchd,Unf,2,0.0,0.0,6,2007
_2,70.0,14375.0,IR1,CulDSac,other_3,SLvl,6,6,1958,1958,Gable,HdBoard,541.0,TA,CBlock,TA,No,GLQ,111.0,354.0,819.0,Gd,0.0,1344.0,0,1,0,3,Gd,1,Basment,RFn,2,0.0,118.0,1,2009
_1,98.0,8820.0,Reg,Corner,OldTown,1.5Fin,5,6,1890,1996,Hip,VinylSd,0.0,TA,BrkTil,TA,No,LwQ,1088.0,0.0,1088.0,TA,561.0,1869.0,0,1,0,2,TA,0,Detchd,Unf,2,48.0,0.0,9,2009
_2,70.0,8163.0,Reg,Inside,NAmes,SLvl,5,6,1959,1959,Gable,HdBoard,128.0,TA,CBlock,TA,Av,ALQ,748.0,102.0,1144.0,TA,0.0,1144.0,1,1,0,3,TA,1,Attchd,RFn,1,86.0,0.0,3,2006
_2,85.0,14536.0,Reg,Inside,other_3,1Story,8,5,2002,2003,Hip,VinylSd,236.0,Gd,PConc,Gd,Av,GLQ,1300.0,316.0,1616.0,Ex,0.0,1629.0,1,2,0,3,Gd,1,Attchd,Fin,3,0.0,252.0,11,2007
_3,65.0,14006.0,IR1,Inside,CollgCr,2Story,7,5,2002,2002,Gable,VinylSd,144.0,Gd,PConc,Gd,No,Unf,0.0,936.0,936.0,Ex,840.0,1776.0,0,2,1,3,Gd,1,Attchd,RFn,2,144.0,96.0,2,2006
_2,78.0,9360.0,Reg,Inside,NWAmes,1Story,6,7,1972,2006,Hip,Plywood,0.0,TA,CBlock,TA,No,ALQ,982.0,179.0,1161.0,TA,0.0,1381.0,1,1,1,3,Gd,1,Attchd,RFn,2,0.0,0.0,3,2010
_2,60.0,7200.0,Reg,Inside,NAmes,1Story,5,8,1950,2002,Gable,VinylSd,0.0,TA,CBlock,TA,No,ALQ,398.0,317.0,864.0,Gd,0.0,864.0,1,1,0,3,Gd,0,Detchd,RFn,2,194.0,0.0,7,2007
_2,60.0,7800.0,Reg,Corner,other_2,1Story,5,5,1965,1965,Gable,VinylSd,0.0,TA,CBlock,TA,No,BLQ,641.0,187.0,828.0,Gd,0.0,965.0,1,1,0,3,TA,0,Detchd,Unf,1,421.0,0.0,7,2006
_1,60.0,7200.0,Reg,Inside,CollgCr,other,5,8,1972,2003,Gable,other,0.0,TA,CBlock,Gd,Av,GLQ,660.0,108.0,768.0,Gd,0.0,768.0,0,1,0,2,TA,0,Detchd,Fin,1,192.0,0.0,4,2009
_3,70.0,11075.0,IR1,Inside,other_2,2Story,5,4,1969,1969,Gable,HdBoard,232.0,TA,CBlock,TA,Av,ALQ,562.0,29.0,784.0,Ex,800.0,1968.0,0,2,1,4,TA,1,Attchd,RFn,2,305.0,189.0,9,2008
_1,35.0,9400.0,IR1,CulDSac,Edwards,other,6,5,1975,1975,Flat,other,250.0,TA,CBlock,Gd,Gd,GLQ,945.0,0.0,945.0,TA,0.0,980.0,0,2,0,4,TA,0,Attchd,Unf,0,0.0,0.0,10,2006
_1,82.0,7136.0,IR1,Inside,other_3,2Story,6,6,1946,1950,Gable,MetalSd,423.0,TA,CBlock,Gd,No,Rec,484.0,495.0,979.0,TA,979.0,1958.0,0,2,0,4,TA,0,Attchd,Unf,2,0.0,0.0,8,2007
_1,24.0,1680.0,Reg,Inside,other_1,2Story,6,6,1980,1980,Gable,MetalSd,0.0,TA,CBlock,Gd,No,ALQ,285.0,276.0,561.0,TA,668.0,1229.0,0,1,1,2,TA,1,Attchd,Fin,2,150.0,0.0,5,2009
_2,70.0,7420.0,Reg,Inside,Sawyer,1Story,5,5,1962,1962,Hip,MetalSd,0.0,TA,CBlock,TA,No,Rec,417.0,640.0,1057.0,TA,0.0,1057.0,0,1,0,3,TA,0,Detchd,Fin,2,0.0,0.0,4,2007
_2,65.0,8450.0,Reg,Inside,CollgCr,1Story,7,5,2003,2003,Gable,VinylSd,0.0,Gd,PConc,Gd,Mn,GLQ,699.0,638.0,1337.0,Ex,0.0,1337.0,1,2,0,3,Gd,0,Attchd,RFn,2,0.0,39.0,10,2007
_1,24.0,2572.0,Reg,FR2,Somerst,2Story,7,5,1999,1999,Hip,MetalSd,0.0,Gd,PConc,Gd,No,ALQ,604.0,92.0,696.0,Ex,720.0,1416.0,1,2,1,3,Gd,0,Detchd,Unf,2,0.0,44.0,5,2010
_2,50.0,7207.0,IR1,Inside,other_1,1Story,5,7,1958,2008,Gable,Wd Sdng,0.0,TA,CBlock,TA,Gd,BLQ,696.0,162.0,858.0,Gd,0.0,858.0,1,1,0,2,TA,0,Attchd,Unf,0,117.0,0.0,2,2010
_3,70.0,12227.0,IR1,Corner,NWAmes,2Story,6,7,1977,1995,Gable,HdBoard,424.0,TA,CBlock,Gd,No,ALQ,896.0,434.0,1330.0,TA,1330.0,2872.0,1,2,1,4,TA,1,Attchd,Fin,2,505.4600000000005,282.0,7,2008
_1,24.0,2308.0,Reg,Corner,other_1,2Story,6,6,1976,1976,Gable,Plywood,0.0,TA,CBlock,Gd,No,ALQ,556.0,248.0,804.0,TA,744.0,1548.0,1,2,1,3,Gd,1,Detchd,Unf,2,48.0,0.0,7,2007
_2,122.0,11923.0,IR1,Corner,CollgCr,1Story,9,5,2007,2007,Gable,VinylSd,0.0,Gd,PConc,Ex,No,Unf,0.0,1797.0500000000004,1800.0,Ex,0.0,1800.0,0,2,0,2,Ex,0,Attchd,Fin,2,288.0,136.0,5,2009
_3,80.0,11316.0,Reg,Corner,other_3,2Story,7,5,2002,2003,Gable,VinylSd,44.0,Gd,PConc,Gd,No,GLQ,624.0,193.0,817.0,Ex,1070.0,1894.0,1,2,1,4,Gd,1,BuiltIn,Fin,2,0.0,40.0,2,2010
_3,65.0,10237.0,Reg,Inside,Gilbert,2Story,6,5,2005,2007,Gable,VinylSd,0.0,Gd,PConc,Gd,No,Unf,0.0,783.0,783.0,Ex,701.0,1484.0,0,2,1,3,Gd,1,Attchd,Fin,2,0.0,72.0,7,2007
_1,130.0,9600.0,IR1,Inside,other_3,1.5Fin,5,7,1940,1950,Gable,MetalSd,0.0,Gd,BrkTil,TA,No,Rec,428.0,300.0,728.0,Ex,332.0,1308.0,1,1,1,2,TA,2,Detchd,Unf,1,0.0,70.0,6,2009
_2,70.0,7390.0,IR1,Inside,NAmes,1Story,5,7,1955,1955,Hip,Wd Sdng,151.0,TA,CBlock,TA,No,ALQ,902.0,196.0,1098.0,TA,0.0,1098.0,1,1,0,3,TA,0,Attchd,Unf,1,0.0,0.0,7,2008
_1,50.0,5925.0,Reg,Inside,OldTown,1.5Fin,3,6,1910,1950,Gable,VinylSd,0.0,TA,BrkTil,TA,No,Unf,0.0,600.0,600.0,Fa,368.0,968.0,0,1,0,2,TA,0,Attchd,Unf,0,0.0,0.0,5,2009
_1,75.0,10382.0,Reg,Inside,NAmes,SLvl,6,5,1958,1958,Hip,HdBoard,105.0,TA,CBlock,TA,Gd,ALQ,513.0,75.0,588.0,TA,0.0,1095.0,1,1,0,2,TA,0,Attchd,RFn,1,0.0,0.0,3,2006
_1,60.0,10800.0,Reg,Inside,NAmes,1.5Fin,4,4,1949,1950,Gable,other,0.0,TA,CBlock,TA,No,Unf,0.0,720.0,720.0,TA,472.0,1192.0,0,1,1,4,TA,0,Attchd,Fin,0,0.0,0.0,12,2006
_1,36.0,2268.0,Reg,Inside,NridgHt,2Story,7,5,2003,2004,Gable,VinylSd,106.0,Gd,PConc,Gd,No,GLQ,567.0,197.0,764.0,Ex,862.0,1626.0,0,2,0,2,Gd,0,BuiltIn,RFn,2,0.0,27.0,7,2009
_2,55.0,7892.0,Reg,Inside,other_2,1Story,6,5,1979,1979,Gable,Plywood,0.0,TA,CBlock,Gd,No,Unf,0.0,918.0,918.0,TA,0.0,918.0,0,2,0,2,TA,1,Attchd,Unf,1,28.0,0.0,4,2010
_2,95.0,11639.0,Reg,Corner,Somerst,1Story,7,5,2007,2008,Gable,CemntBd,104.0,Gd,PConc,Gd,No,Unf,0.0,1428.0,1428.0,Ex,0.0,1428.0,0,2,0,3,Gd,0,Attchd,Fin,2,0.0,120.0,12,2008
_2,60.0,11414.0,IR1,Corner,other_1,2Story,7,8,1910,1993,Gable,HdBoard,0.0,TA,BrkTil,Gd,No,Unf,0.0,728.0,728.0,TA,883.0,2019.0,0,1,0,3,Gd,0,Detchd,Unf,2,505.4600000000005,135.0,10,2009
_1,70.0,2651.0,Reg,FR2,Somerst,2Story,7,5,2000,2000,Gable,MetalSd,0.0,Gd,PConc,Gd,No,GLQ,641.0,32.0,673.0,Ex,709.0,1382.0,1,2,1,3,Gd,0,Detchd,Unf,2,153.0,50.0,4,2006
_1,51.0,5900.0,IR1,Inside,other_1,1Story,4,7,1923,1958,Gable,Wd Sdng,0.0,TA,PConc,Gd,No,Unf,0.0,440.0,440.0,TA,0.0,869.0,0,1,0,2,Fa,0,Attchd,Fin,0,0.0,0.0,8,2006
_2,35.0,4274.0,IR1,Inside,Somerst,1Story,7,5,2006,2007,Gable,VinylSd,104.0,Gd,PConc,Gd,No,GLQ,1106.0,135.0,1241.0,Ex,0.0,1241.0,1,1,1,1,Gd,0,Attchd,Fin,2,0.0,116.0,11,2007
_2,68.0,9450.0,Reg,Inside,Edwards,1Story,4,5,1954,1954,Gable,MetalSd,0.0,TA,CBlock,TA,No,LwQ,552.0,342.0,894.0,Ex,0.0,894.0,0,1,0,3,TA,0,Detchd,Unf,2,0.0,0.0,5,2007
